location,YearMonth,MonthlyCases,MonthlyDeaths,CumulativeCases,CumulativeDeaths,InfectionRate
Malta,2021-04,1259,21,30292,413,6.8600
"Marshall Islands",2020-10,2,NULL,2,NULL,0.0000
"Marshall Islands",2020-11,2,NULL,4,NULL,0.0100
"Marshall Islands",2020-12,0,NULL,4,NULL,0.0100
"Marshall Islands",2021-01,0,NULL,4,NULL,0.0100
"Marshall Islands",2021-02,0,NULL,4,NULL,0.0100
"Marshall Islands",2021-03,0,NULL,4,NULL,0.0100
"Marshall Islands",2021-04,0,NULL,4,NULL,0.0100
Mauritania,2020-03,6,1,6,1,0.0000
Mauritania,2020-04,2,0,8,1,0.0000
Mauritania,2020-05,522,22,530,23,0.0100
Mauritania,2020-06,3833,106,4363,129,0.0900
Mauritania,2020-07,1947,28,6310,157,0.1400
Mauritania,2020-08,738,2,7048,159,0.1500
Mauritania,2020-09,454,2,7502,161,0.1600
Mauritania,2020-10,201,2,7703,163,0.1700
Mauritania,2020-11,898,14,8601,177,0.1800
Mauritania,2020-12,5763,170,14364,347,0.3100
Mauritania,2021-01,2271,75,16635,422,0.3600
Mauritania,2021-02,572,19,17207,441,0.3700
Mauritania,2021-03,640,8,17847,449,0.3800
Mauritania,2021-04,555,6,18402,455,0.4000
Mauritius,2020-03,143,5,143,5,0.0100
Mauritius,2020-04,189,5,334,10,0.0300
Mauritius,2020-05,3,0,335,10,0.0300
Mauritius,2020-06,6,0,341,10,0.0300
Mauritius,2020-07,3,0,344,10,0.0300
Mauritius,2020-08,12,0,356,10,0.0300
Mauritius,2020-09,25,0,381,10,0.0300
Mauritius,2020-10,60,0,441,10,0.0300
Mauritius,2020-11,63,0,504,10,0.0400
Mauritius,2020-12,23,0,527,10,0.0400
Mauritius,2021-01,42,0,569,10,0.0400
Mauritius,2021-02,41,0,610,10,0.0500
Mauritius,2021-03,418,2,1028,12,0.0800
Mauritius,2021-04,181,5,1209,17,0.1000
Mexico,2020-01,NULL,NULL,NULL,NULL,NULL
Mexico,2020-02,4,NULL,4,NULL,0.0000
Mexico,2020-03,1211,29,1215,29,0.0000
Mexico,2020-04,18009,1830,19224,1859,0.0100
Mexico,2020-05,71440,8071,90664,9930,0.0700
Mexico,2020-06,135425,17839,226089,27769,0.1800
Mexico,2020-07,198548,18919,424637,46688,0.3300
Mexico,2020-08,174923,17726,599560,64414,0.4700
Mexico,2020-09,143656,13232,743216,77646,0.5800
Mexico,2020-10,181746,14107,924962,91753,0.7200
Mexico,2020-11,188581,14187,1113543,105940,0.8600
Mexico,2020-12,312551,19867,1426094,125807,1.1100
Mexico,2021-01,438166,32729,1864260,158536,1.4500
Mexico,2021-02,222678,27179,2086938,185715,1.6200
Mexico,2021-03,151949,17495,2238887,203210,1.7400
Mexico,2021-04,105868,13697,2344755,216907,1.8200
"Micronesia (country)",2021-01,1,NULL,1,NULL,0.0000
"Micronesia (country)",2021-02,0,NULL,1,NULL,0.0000
"Micronesia (country)",2021-03,0,NULL,1,NULL,0.0000
"Micronesia (country)",2021-04,0,NULL,1,NULL,0.0000
Moldova,2020-03,353,4,353,4,0.0100
Moldova,2020-04,3544,112,3897,116,0.1000
Moldova,2020-05,4354,179,8251,295,0.2000
Moldova,2020-06,8362,250,16613,545,0.4100
Moldova,2020-07,8120,233,24733,778,0.6100
Moldova,2020-08,12187,217,36920,995,0.9200
Moldova,2020-09,16122,325,53042,1320,1.3100
Moldova,2020-10,22998,465,76040,1785,1.8800
Moldova,2020-11,31324,519,107364,2304,2.6600
Moldova,2020-12,37454,681,144818,2985,3.5900
Moldova,2021-01,14986,453,159804,3438,3.9600
Moldova,2021-02,25649,511,185453,3949,4.6000
Moldova,2021-03,44788,1011,230241,4960,5.7100
Moldova,2021-04,20596,852,250837,5812,6.2200
Monaco,2020-02,1,NULL,1,NULL,0.0000
Monaco,2020-03,51,1,52,1,0.1300
Monaco,2020-04,43,3,95,4,0.2400
Monaco,2020-05,4,0,99,4,0.2500
Monaco,2020-06,4,0,103,4,0.2600
Monaco,2020-07,17,0,120,4,0.3100
Monaco,2020-08,34,0,154,4,0.3900
Monaco,2020-09,64,-2,218,4,0.5600
Monaco,2020-10,141,0,359,2,0.9100
Monaco,2020-11,250,1,609,3,1.5500
Monaco,2020-12,266,0,875,3,2.2300
Monaco,2021-01,614,10,1489,13,3.7900
Monaco,2021-02,467,11,1956,24,4.9800
Monaco,2021-03,332,4,2288,28,5.8300
Monaco,2021-04,166,4,2454,32,6.2500
Mongolia,2020-03,12,NULL,12,NULL,0.0000
Mongolia,2020-04,26,NULL,38,NULL,0.0000
Mongolia,2020-05,141,NULL,179,NULL,0.0100
Mongolia,2020-06,41,NULL,220,NULL,0.0100
Mongolia,2020-07,71,NULL,291,NULL,0.0100
Mongolia,2020-08,13,NULL,304,NULL,0.0100
Mongolia,2020-09,9,NULL,313,NULL,0.0100
Mongolia,2020-10,33,NULL,346,NULL,0.0100
Mongolia,2020-11,455,NULL,801,NULL,0.0200
Mongolia,2020-12,419,1,1220,1,0.0400
Mongolia,2021-01,594,1,1814,2,0.0600
Mongolia,2021-02,1138,0,2952,2,0.0900
Mongolia,2021-03,5889,6,8841,8,0.2700
Mongolia,2021-04,28444,107,37285,115,1.1400
Montenegro,2020-03,109,2,109,2,0.0200
Montenegro,2020-04,213,5,322,7,0.0500
Montenegro,2020-05,2,2,324,9,0.0500
Montenegro,2020-06,224,3,548,12,0.0900
Montenegro,2020-07,2525,36,3073,48,0.4900
Montenegro,2020-08,1762,52,4835,100,0.7700
Montenegro,2020-09,5937,69,10772,169,1.7200
Montenegro,2020-10,7569,132,18341,301,2.9200
Montenegro,2020-11,16924,198,35265,499,5.6100
Montenegro,2020-12,12982,183,48247,682,7.6800
Montenegro,2021-01,13412,123,61659,805,9.8200
Montenegro,2021-02,14175,198,75834,1003,12.0700
Montenegro,2021-03,15384,271,91218,1274,14.5200
Montenegro,2021-04,6171,221,97389,1495,15.5100
Montserrat,2021-02,NULL,NULL,NULL,NULL,NULL
Montserrat,2021-03,NULL,NULL,NULL,NULL,NULL
Montserrat,2021-04,NULL,NULL,NULL,NULL,NULL
Morocco,2020-02,NULL,NULL,NULL,NULL,NULL
Morocco,2020-03,617,36,617,36,0.0000
Morocco,2020-04,3806,134,4423,170,0.0100
Morocco,2020-05,3384,35,7807,205,0.0200
Morocco,2020-06,4726,23,12533,228,0.0300
Morocco,2020-07,11789,125,24322,353,0.0700
Morocco,2020-08,38268,788,62590,1141,0.1700
Morocco,2020-09,61063,1053,123653,2194,0.3400
Morocco,2020-10,95431,1501,219084,3695,0.5900
Morocco,2020-11,137252,2151,356336,5846,0.9700
Morocco,2020-12,82857,1542,439193,7388,1.1900
Morocco,2021-01,31964,887,471157,8275,1.2800
Morocco,2021-02,12497,348,483654,8623,1.3100
Morocco,2021-03,12443,195,496097,8818,1.3400
Morocco,2021-04,15152,205,511249,9023,1.3900
Mozambique,2020-03,8,NULL,8,NULL,0.0000
Mozambique,2020-04,68,NULL,76,NULL,0.0000
Mozambique,2020-05,178,2,254,2,0.0000
Mozambique,2020-06,635,4,889,6,0.0000
Mozambique,2020-07,975,5,1864,11,0.0100
Mozambique,2020-08,2052,12,3916,23,0.0100
Mozambique,2020-09,4812,38,8728,61,0.0300
Mozambique,2020-10,4141,31,12869,92,0.0400
Mozambique,2020-11,2832,39,15701,131,0.0500
Mozambique,2020-12,2941,35,18642,166,0.0600
Mozambique,2021-01,20012,201,38654,367,0.1200
Mozambique,2021-02,20696,274,59350,641,0.1900
Mozambique,2021-03,8229,134,67579,775,0.2200
Mozambique,2021-04,2338,39,69917,814,0.2200
Myanmar,2020-03,15,1,15,1,0.0000
Myanmar,2020-04,136,5,151,6,0.0000
Myanmar,2020-05,73,0,224,6,0.0000
Myanmar,2020-06,75,0,299,6,0.0000
Myanmar,2020-07,54,0,353,6,0.0000
Myanmar,2020-08,529,0,882,6,0.0000
Myanmar,2020-09,12491,304,13373,310,0.0200
Myanmar,2020-10,39333,927,52706,1237,0.1000
Myanmar,2020-11,38007,704,90713,1941,0.1700
Myanmar,2020-12,33917,741,124630,2682,0.2300
Myanmar,2021-01,15515,449,140145,3131,0.2600
Myanmar,2021-02,1751,68,141896,3199,0.2600
Myanmar,2021-03,538,7,142434,3206,0.2600
Myanmar,2021-04,383,3,142817,3209,0.2600
Namibia,2020-03,11,NULL,11,NULL,0.0000
Namibia,2020-04,5,NULL,16,NULL,0.0000
Namibia,2020-05,8,NULL,24,NULL,0.0000
Namibia,2020-06,181,NULL,205,NULL,0.0100
Namibia,2020-07,1924,10,2129,10,0.0800
Namibia,2020-08,5421,65,7550,75,0.3000
Namibia,2020-09,3715,46,11265,121,0.4400
Namibia,2020-10,1670,12,12935,133,0.5100
Namibia,2020-11,1445,18,14380,151,0.5700
Namibia,2020-12,9561,54,23941,205,0.9400
Namibia,2021-01,10003,147,33944,352,1.3400
Namibia,2021-02,4901,72,38845,424,1.5300
Namibia,2021-03,5294,99,44139,523,1.7400
Namibia,2021-04,4212,119,48351,642,1.9000
Nauru,2021-04,NULL,NULL,NULL,NULL,NULL
Nepal,2020-01,1,NULL,1,NULL,0.0000
Nepal,2020-02,0,NULL,1,NULL,0.0000
Nepal,2020-03,4,NULL,5,NULL,0.0000
Nepal,2020-04,52,NULL,57,NULL,0.0000
Nepal,2020-05,1515,8,1572,8,0.0100
Nepal,2020-06,11992,21,13564,29,0.0500
Nepal,2020-07,6207,27,19771,56,0.0700
Nepal,2020-08,19689,172,39460,228,0.1400
Nepal,2020-09,38357,270,77817,498,0.2700
Nepal,2020-10,92926,439,170743,937,0.5900
Nepal,2020-11,62709,571,233452,1508,0.8000
Nepal,2020-12,27141,348,260593,1856,0.8900
Nepal,2021-01,10366,173,270959,2029,0.9300
Nepal,2021-02,3184,745,274143,2774,0.9400
Nepal,2021-03,3166,256,277309,3030,0.9500
Nepal,2021-04,45878,249,323187,3279,1.1100
Netherlands,2020-02,6,NULL,6,NULL,0.0000
Netherlands,2020-03,12661,1040,12667,1040,0.0700
Netherlands,2020-04,26845,3771,39512,4811,0.2300
Netherlands,2020-05,7133,1164,46645,5975,0.2700
Netherlands,2020-06,3838,157,50483,6132,0.2900
Netherlands,2020-07,4107,34,54590,6178,0.3200
Netherlands,2020-08,18642,86,73232,6252,0.4300
Netherlands,2020-09,52756,205,125988,6457,0.7400
Netherlands,2020-10,231652,1002,357640,7459,2.0900
Netherlands,2020-11,174290,1994,531930,9453,3.1000
Netherlands,2020-12,276452,2072,808382,11525,4.7200
Netherlands,2021-01,183693,2583,992075,14108,5.7900
Netherlands,2021-02,111489,1580,1103564,15688,6.4400
Netherlands,2021-03,189242,1001,1292806,16689,7.5400
Netherlands,2021-04,230167,709,1522973,17398,8.8900
"New Zealand",2020-02,1,NULL,1,NULL,0.0000
"New Zealand",2020-03,646,1,647,1,0.0100
"New Zealand",2020-04,832,18,1479,19,0.0300
"New Zealand",2020-05,25,3,1504,22,0.0300
"New Zealand",2020-06,24,0,1528,22,0.0300
"New Zealand",2020-07,34,0,1562,22,0.0300
"New Zealand",2020-08,190,0,1752,22,0.0400
"New Zealand",2020-09,96,3,1848,25,0.0400
"New Zealand",2020-10,111,0,1959,25,0.0400
"New Zealand",2020-11,100,0,2059,25,0.0400
"New Zealand",2020-12,103,0,2162,25,0.0400
"New Zealand",2021-01,142,0,2305,25,0.0500
"New Zealand",2021-02,74,1,2378,26,0.0500
"New Zealand",2021-03,123,0,2501,26,0.0500
"New Zealand",2021-04,112,0,2613,26,0.0500
Nicaragua,2020-03,5,1,5,1,0.0000
Nicaragua,2020-04,9,2,14,3,0.0000
Nicaragua,2020-05,745,32,759,35,0.0100
Nicaragua,2020-06,1760,48,2519,83,0.0400
Nicaragua,2020-07,1153,33,3672,116,0.0600
Nicaragua,2020-08,822,21,4494,137,0.0700
Nicaragua,2020-09,676,14,5170,151,0.0800
Nicaragua,2020-10,344,5,5514,156,0.0800
